sku,account_ref,user_ref,quantity,value
XDJUVU,LNMCDCKCBTDXBV,HGXONQGPIHGX,3,350.7
ZBJSVZ,,,2,399.45
CNOXBZ,,,2,104.37
BDMZVD,,,3,46.42
NPYJOI,KJCUFCNRPPPWLF,,1,247.78
KUTSGX,,,1,355.87
MAHQDY,EADEXETGYEYNSM,IGFQUKTMMNRF,1,482.05
MKJSYB,AEMYWRQTZTIMXI,,1,14.02
AKCYRZ,,,3,45.64
URBEIT,,,1,224.48
LQEDIA,YALKNKNHYKASVG,,2,697.78
ZMYBHM,AIVTVOIXCRJTOY,AITFONGZFGBJ,2,459.03
ZEEIOL,,,1,307.23
DJVAPS,,,1,15.85
RRGVJN,ZMSLNSLPTHCGQN,,2,266.61
GZDXXS,,,2,318.35
JYPQNI,ZQPTWAMMBXNTWN,,2,376.78
MHMKLK,VBRCWRGNGCBBNS,GFFOPZLWWQID,2,678.45
IRKSYN,,,3,561
XJGVJL,GULAXLOZUBRFLW,NQMWFMZFVCPN,1,223.28
TMUIKF,OZNWPOBFUYFXAR,,1,134.85
JKFHST,CSBBYDQVKPKPNO,,2,424.34
QOMKVB,,,1,607.1
WUPWKV,ULEDFHZVVKQECR,ABISDGFSNETF,2,148.18
YQAVNM,RDOWQPHKWGBBGW,,2,98.03
NFMLSK,,,1,402.07
PWUCGC,,,2,334.95
RJKLGO,,,3,207.72
HRNTTY,,,3,618.02
YCROLH,YPGYHILEWOYBLN,FDCGYQQLEXLC,2,80.55
CJEFPJ,,,2,202.61
BMILGT,,,1,542.42
OGXWHY,,,2,73.21
TEFZYQ,XSUHXXKWSPYDWD,,3,597.45
TAPPJF,,,1,31.29
ZUMLLL,RGQSRWWUQWRNUE,SWTWOGHAUYZZ,1,157.51
RRUBMU,MHKVBAHRKJKYAX,ALOQHEGOJSON,1,245.58
RWYSBB,,,2,74.15
RGCUTF,FZYRHRQOZJWEXU,,3,67.31
SEUIXZ,,,2,582.54
TCGWRN,ZRDHLKGDLCAJKJ,PNCSGGRXDVZC,3,295.35
WONFHM,ZTCFPYMLMHVKHQ,,3,407.27
YXCFBG,,,1,143.26
XOZTZR,,,2,70.51
AJGVBF,,,1,244.83
NVJPSO,RXRCGWWPVTICMY,,2,339.6
AIWHOC,,,1,395.39
GLWLLK,,,3,632
IHWXBX,ZRDHLKGDLCAJKJ,FRXAWZSANOMA,1,181.36
PDERGE,JNSPJHXIEPVHUK,QZYUXTUAAFJL,1,154.96
TRIDVN,,,1,627.88
BAHKKS,,,1,317.57
PHBQPC,EUUFBXLUNUJAMS,,1,549.64
HTCPQS,ZSBSBPYUEVPADP,AEVSHLABGBEP,2,135.07
OFXHBF,IOAADSVPVRUPTA,OTTGLNQDVWOL,1,95.16
HFVXWB,RZYGEVYVRGPONK,,2,223.1
DNMUGW,QKFSQRKXPYAMCP,UYYOHXFANOEU,1,284.04
VYGHOP,,,1,497
XDVVNQ,,,1,174.38
RFGKAB,,,2,71.39
EJHOBF,WVIXNILLHXPSFV,,3,518.67
RVMAYT,EZKPOPXHRZEPJX,,2,302.45
NUWAFX,JJNMUXWNDMZQFP,,1,101.68
FKBWPZ,ZQHDNJTTIAYECZ,UZBSDCNKBOHW,2,225.01
YZOHTC,ERCFQPBDQUIMGM,,3,436.69
NHDGDV,ZYDLMBLFHGZMOS,,2,125.79
YQGWIN,YOARLCXLSVBKQL,,3,470.69
ATEGNI,TKOPWUJXSGGXEA,,2,140.43
WGCLEH,,,3,44.05
FYNCGT,,,2,378.53
PSYDGN,,,2,645.43
NTMKZB,,,3,403.05
ZWTHSU,,,1,210.7
EHCRJF,,,1,57.52
XYYLBA,,,2,82.23
XCECDQ,,,1,561.07
UIRLCJ,,,1,93.74
EITTPS,,,3,636.35
DOUDYO,ZDWICJGZRNXAGE,,2,350.46
JHFQBZ,,,2,388.28
DPHYGT,IFFFRKMDSBWNUC,DYGCIFNKGMWE,1,591.03
ILVWWE,,,3,21.6
DLGQHG,ZTTZIDSLAMDSTV,JQSVVHFWNVRJ,3,560.96
YQAVNM,,,2,107.28
FSVEFE,,,1,639.73
FUSSJG,,,2,36.23
GEEMLT,QBGSLBOWLDKSFF,,2,355.22
YVWWZP,,,1,445.48
XKOEZX,HBYYHBLDBGVRTF,WMKTGGJWRLBF,2,421.34
FGQKSC,DFPBCJZLPFRJPB,TZZQNRUDEDMT,3,320.62
SZEFXW,MDUGFBEPFGZAOF,WXYQPXNZOBBP,3,336.28
RZJRSY,TFMGIHDKYDRTPW,,2,272.25
QXMGNY,QKFSQRKXPYAMCP,,2,221.72
BLYULW,,,1,448.28
LSQOGH,FZURKKZQCNWNTK,,3,368.1
NHRHUA,CQEBKUCGTMAIQV,TDEPVRZXQULL,1,468.15
UONWFF,,,3,301.08
DYZHBF,,,1,187.82
YMDKSW,,,3,94.89
VQURGN,,,2,205.58
KWAEVD,YPGYHILEWOYBLN,KOTOKWIOYCSW,3,280.51
GDUFLX,NQLTIZTHVZFQEX,DZIHWNYCQAAP,3,155.2
EZBLRX,,,1,578.5
QYNPEM,,,1,224.1
WIMXIU,ANVGHQYSATHYNI,ICXFHAIURBAW,3,120.98
POMVQB,,,2,144.26
SAZEGM,,,3,179.36
EVNKFV,,,2,504.54
RSLGWK,DASATLZPBVTVBW,GYEBCTGPHUGM,2,445.5
AWESZG,,,3,337.63
UDZLAA,GDDMOXAETKAKEI,YLCCXEMMAZUK,1,507.01
CWJHPC,,,2,263.42
VNLEFO,MHARMSXMKRHDLD,,2,662.32
ZDFWZR,,,1,610.53
TUSIPW,,,1,130.47
BCGJOT,QRIUBAXHXNUZIM,PQKSILKRENLH,1,660
WLCAMV,,,2,64.39
JXMWGD,ZYDLMBLFHGZMOS,OBHZHAPUBOXU,1,551.58
MYZKKU,AGJTBYHMNUUOKO,,1,492.69
CECXFF,EEQIYOTPAHKNVD,,3,50.66
RDTMMN,,,1,555.88
DJVAPS,HNQYSTEGHBEKDM,,2,14.07
TLNZMS,UAVPNGVNZRYJXK,PJNRAERYMMZG,2,589.07
LWZNTP,,,3,554.32
TXBJWX,,,1,153.76
DHEXRJ,,,1,121.22
ZDTJXW,WCZXVIGFOCRPXQ,,2,382.24
ETKYFS,,,2,269.15
FDUPNE,,,3,259.52
PIBXXZ,WYLMHUIZDIVCAX,GUTIPOTTWCLN,2,393.84
QQEVMD,,,2,581.41
CKJLFW,LTWDBWFSCSACYQ,,1,516.46
GQGGFJ,,,2,213.57
RPXGSL,,,3,634.37
GNFEXO,IWVVPFBDCKJZBQ,,3,27.68
VWJXAG,UJDHZJAVMYOTSE,YHHCTLQWPJHW,1,60.37
OJZAAL,WKAXOTFPFMIZXO,PXOXFICMZQMA,1,158.1
WBWCZB,QXLUVSJRNRDWXY,,2,139.22
XQZUVI,WVYMWKVENAHSIM,,2,66.5
CAZRPE,RSMXRRWSZPZKQF,,1,350.93
LAPKGG,ERCFQPBDQUIMGM,,2,533.21
KPBIIZ,HDYYBIEUFZSHEY,,1,606.77
UYELSE,UIZQAVHZPHDQHM,,1,49.6
SCDEUC,,,1,504.58
BVFSZB,,,2,661.4
BESUDL,,,3,536.92
FHSFKB,,,3,382.13
RXMRMN,,,3,130.09
HOAWKE,QWQQSEVFONTTGP,,2,211.39
PIQXGD,,,2,220.01
YKBFFX,,,3,489.35
IRNNAC,LGMWDGCFACOBTT,SAQTJYWGWJZX,2,147.95
LPGVGY,,,3,604.86
AIEIYE,QRNAVWLPUZQITP,,3,38.79
LJXKEG,,,1,98.04
PFECRD,,,1,476.91
GOKQAS,PFDKRUMIBJQYIG,,2,138.47
SGGAHO,HXOTGJLUWPRWEQ,VUTUZDRIGOIS,2,515.47
TAFIEE,,,1,277.43
ZYVXRR,FESHWTLWNOYOHE,,1,516.22
LPDDML,EZNMMISHERPEER,BNWMVNNYQZCN,2,211.87
IZVGDX,SFAULNDTCBMPLQ,,3,21.91
JQFGNI,GNMXDGMJCVNYBI,,2,514.97
GZDTVO,,,2,660.68
FGVTFJ,,,2,344.53
XAKYEH,,,2,207.57
JHFUCD,,,2,16.42
BSRQLG,,,3,471
XFITMF,MDUGFBEPFGZAOF,XTUQUIUAYZON,3,347.51
ASSUEH,,,2,256.37
XIBNGF,AGYWPXNICPCGSN,,2,130.23
SKNPUZ,SXSQZJYZTGUFLI,,3,47.69
SVKFQN,MAKZDZVIVRBYVI,,3,205.81
DMRZPO,,,1,414.07
ZEDZWF,,,3,389.19
EHLLNO,,,3,271.45
RWGIVY,,,2,435.36
PYNYBQ,,,1,315.24
FAMYVM,GALHQACPTWQCJT,,2,239.67
NKPGES,,,2,212.62
OPICZO,,,1,552.05
UHOFWI,FESHWTLWNOYOHE,,2,41.54
NRHHDF,,,3,480.75
CCQCZW,RWBXBPZDPATPKA,WKBZCTZYNYJD,2,56.31
WXJZZF,,,1,435.44
QNTIRV,,,1,401.63
CPXLHX,COHMUKFAESXDXS,YZKERGIUNYXU,1,94.03
XULDBG,,,2,55.42
BWAGUB,WVYMWKVENAHSIM,JANYHMQWIOZW,3,147.38
ZYVXRR,,,1,494.01
XGTFAH,XNOIRBKZASHBIW,,1,518.68
CLHFYF,MGWKMVNHKPDSEL,RJPXNLVDCIZA,3,263.88
YFPQSH,,,2,86.56
RUISPT,HDYYBIEUFZSHEY,,2,186.24
YBNHPN,,,1,482.32
XSOWYR,YPGYHILEWOYBLN,XSKBUEFKESFX,1,445.88
JEOBAB,,,2,420.04
CQJHXE,GOWMTMBEPGGKXU,,3,523.87
ITAYMR,BGMCDNYNGFVHEE,,2,458.66
XUXGKU,OZXECALYNCVYOW,ZTNHNMEFDUZL,1,479.37
DMLTDA,,,3,173.13
DGWPYS,,,3,368.8
ADNCFX,,,2,583.56
PTDELG,OOQHJGNITYIXTY,,1,452.39
AVJWJN,WWAVXRBTRBVJBW,,1,304.87
SERRTY,PFODWJWQRDOGNG,YUCVNSVECKFD,1,301.95
XJOGEK,,,1,538.51
LONXNQ,,,2,282.39
MAHMMZ,SUNKLOSPEWWOZN,,2,290.26
RTNKHK,,,1,562.06
UCDNUH,,,3,185.48
HNHRGJ,,,1,575.28
KWAEVD,YOARLCXLSVBKQL,,3,199.31
HHUWCI,,,1,137.53
MXGYMS,,,1,473
BMKRXG,,,3,60.75
TMUXYD,,,3,194.56
MMYWQO,XSHRIYLQQFVCDJ,GYEBCTGPHUGM,3,90.95
FFQZAK,RWBXBPZDPATPKA,,1,345.17
OJHKUB,DVBZERSLTNOOQL,,2,380.29
BLSUVC,,,1,102.2
OQHIUG,,,3,646.42
PRVZXZ,FZYRHRQOZJWEXU,,3,506.83
TATPBG,,,3,644.61
ZWMFCH,JGYLUSKYLMUISH,DOMNYSXUQZNN,3,182.95
QHJAQF,XOJZDVEJHOLXVE,,2,254.69
DNHIGP,,,1,218.77
PYGHMA,,,3,587.34
EDZQIL,BVMXDEGXJVBVRO,KNJOAMLKHODL,2,289.72
GQXBDI,,,3,41.89
NUUNGO,ASHIELCHUOBMAK,,1,41.35
ANZQXO,,,3,306.26
EOFSHH,,,1,49.81
CGCXEX,,,3,147.87
YQYXEX,XLBGDVLKHJXVJB,RZMRKUCQVZDB,2,66.71
MVBGNN,,,2,450.83
CEQZTT,ZTCFPYMLMHVKHQ,YHHAMSJJYHBQ,1,179.31
OQWMLP,TFTHAAAOWRNIJO,,3,451.56
ZSSXWT,WOWGCGMKDOVVKJ,ZHDUNIJIKPNR,2,352.6
BHZZHU,YHCMNTMMBNQLEJ,JRFXZOGISMFK,3,336.01
CHTYWD,,,2,437.86
ZYXKAY,XTHGZDRDGFFJOV,JSQPXEXCZMCE,2,251.07
NYZZAP,,,3,341.73
XKUZYJ,,,1,195.14
FUBERN,PFODWJWQRDOGNG,,2,376.9
QZPOYW,,,3,558.61
MNFQEJ,XSHRIYLQQFVCDJ,SFHXNWSMJRAT,3,207.49
OUHNSU,RPNTBPBHCXNAHW,YLASMUSHFTQN,3,149.19
PTVVHC,SXXXNOYRSVAIWY,KICZRANMHXFU,1,279.91
ZUXQWK,,,2,225.21
SLMJWX,RKXCYQTKAKTOTF,OIDSAJIJLDCP,3,281.7
HBBWLS,MHVONQQRTYNYWB,,1,290.1
ODCHOS,APXIKNGHXKSDIA,GIXHUIPRYPNB,2,264.81
XUXUCX,DUKXVFBQGGPLLO,,2,316.11
ADRPBB,LZDRTTXHQLPRGV,,2,426.05
XUXGKU,UIZQAVHZPHDQHM,QELLFZRMYHHD,2,520.8
JPUSSA,,,2,223.45
HKTBNF,,,2,180.29
SAHSXG,,,3,96.89
NNJMKX,RSMXRRWSZPZKQF,,2,417.53
AZPDNQ,,,3,331.71
PBLOMR,,,3,87.61
HNSZWJ,KMIMTMWSKXZPDK,HLEJKJJFIVXW,1,172.74
OPFZEL,VYZPQXWGLBFHVC,,2,200.14
TUCGLS,HFTXBEQXXCRKYV,,1,435.89
LIASSX,,,1,542.25
SYPWOP,,,3,577.03
FPOSZT,,,1,460.45
ZSHPBK,VDGIMJDTEYXQQO,,3,652.73
RROXCI,DFPBCJZLPFRJPB,,3,564.22
CDXTXA,GNMXDGMJCVNYBI,LZRWRVOLANXU,2,63.12
CAVVBH,,,1,19.93
MXGYMS,BROZYUDGFDBFIV,,1,618.13
RYQTMF,SXXXNOYRSVAIWY,,3,564.37
HKTBNF,,,3,167.64
QFPGCZ,,,3,392.99
MPKWEQ,FQVEJHMGIDMFUL,WKDSECNHTXQI,3,504.81
NNGMCW,SHQDDOVIPQLJUK,KZFDECTPMKDR,3,569.77
MAGRFC,,,2,74.18
QZHDHK,,,2,375.65
RQSDQK,,,3,610.12
AUSQBZ,,,3,395.76
QPERFL,,,2,20.03
AILZPW,,,3,198.09
KWEOQR,YOSSBYNUMVKIEY,IXQHABJTXVKH,3,553.51
KJAQSB,QWQQSEVFONTTGP,INZGHRPRTMQO,2,606.88
MDUSLJ,,,2,440.68
RMBKJF,,,3,118.26
GVLAWO,,,1,337.88
TEQRSK,,,1,134.81
ZUBLRZ,,,2,409.66
IACJGI,,,2,322.56
UTAKKM,,,1,422.11
JVIRSB,NPZJJKVXUBPROD,CUAZFEAHWXYC,3,180.61
WGWQSF,QXLUVSJRNRDWXY,JAHUUTALOQZP,3,94.36
RWGIVY,,,2,423.27
BSSXRD,DDMHKAQTOMEZEL,,3,411.3
TWSIQA,URYRSTDCDYMLNJ,CYBHHOZEPRIM,1,161.12
WQCMFB,ZZQSMCVVMIJMGH,ESKGXDCKPIES,1,163.34
JAHVZR,WCXFAOLWFRTUUJ,,3,73.08
EYAVUA,LIKMNILJZHXCAQ,PJLWKBDTNEYS,1,158.14
QZKNJD,FZURKKZQCNWNTK,FYIDQHEEBUJG,2,450.32
PFJPUJ,,,2,542.31
LLEATO,,,2,109.03
PMBNVS,,,2,681.52
KFPZFC,SCJESGWDRCCFGV,,3,218.37
WUZIQU,,,2,540.18
PZRJOL,DFPBCJZLPFRJPB,LVIUCPOUUBVO,3,272.75
ZIHSEH,CABFYGGLXWIBDE,ADSZMHNQPPTP,3,188.71
TYGQFG,HDYYBIEUFZSHEY,FCEIKMUUSJHL,3,278.1
JVQQCS,,,3,426.94
AUWPTV,RHMXHURMGXQNMJ,,1,250.85
HKIWWL,RLMBVEFYAEJZLY,,3,99.35
DZRCJU,,,2,526.45
LMDDGI,,,1,263.25
JGJTUJ,FESHWTLWNOYOHE,,3,75.97
HFVXWB,RZYGEVYVRGPONK,VAXJZBDPFCRJ,2,303.98
QVDUAF,MFKXSSJNSCCIMH,VYHGJFDBPWJP,2,459.45
FGVHBC,,,3,463.59
RUCWPD,,,2,179.93
JCFQPF,VOPYKPESOPKNUJ,MTHFZINRAQDM,2,295.86
SOISOL,NVJWSMLQIAKVNF,EVWJJLUARNOC,3,53.37
JMQSSE,RKXCYQTKAKTOTF,,2,157.17
VYZJRQ,WTXIQLAROTGDWT,,2,9.34
UHRBHW,,,1,230.84
RCIQXL,LPAOXUGMQSJBOC,ZDJNQXQEMSCH,2,99.81
TPQOGI,AGJTBYHMNUUOKO,OKYMLPRYRZEL,1,339.91
JAQUCS,,,3,539.25
NAYPRM,MQJTMSBWBMQMJO,ZSLCCPBTWYPY,3,402.29
CDVPHU,,,2,344.59
LZDJVT,,,1,232.81
RQYAND,IOAADSVPVRUPTA,IRTBBPFNSFRL,3,547.63
RQYIXB,,,3,256.92
NNJMKX,XLBGDVLKHJXVJB,IUIHMBMNBRCO,1,519.59
PFNBXY,,,2,346.41
SXLWYX,,,2,439.39
LYSYJP,WTXIQLAROTGDWT,EHRBRMGQUFWW,3,323.49
IFZUNU,OOQOGDHJAEEKUY,,1,128.8
AFWYMF,ZEOFYZTSVLKQKW,,1,247.42
EHGWTC,,,2,548.76
YAHJTX,NSJERDKRNAJKQR,,3,292.89
GNZELP,EHIUNZUJDTYFLB,,2,435.51
NNJHVY,,,2,495.85
ITVPFZ,,,2,360.99
IVMZOJ,,,3,360.7
ZPNJKC,,,2,485.81
JAYNVD,GDDMOXAETKAKEI,,2,258.89
ACVULZ,ZXLTUDZARXDCWV,,1,559.15
ZVDDVQ,QFNXTITCKYUCXS,,1,210.03
MGXQII,ZEOFYZTSVLKQKW,GQKEEKFMZATB,2,70.54
ZUJRKR,DXSPQANUKYFLYH,,3,32.17
NMIKFI,DXSPQANUKYFLYH,CWYVAFHCRDUE,2,65.67
MOUAYF,,,3,655.86
CJFZEI,,,1,137.01
EEAGVO,UEWAGCIKXRVQZB,,3,174.73
BESMSM,BEMYPOPDEWWCAN,HSIZSJPRIVYX,2,406.33
KGDNCI,DUKXVFBQGGPLLO,JJAOGIVFNXPA,1,474.73
XQWAVY,DXSPQANUKYFLYH,UFMVCBMJPQBV,1,261.34
KYHKLO,,,3,430.93
DNOMSM,,,2,213.62
IXTRHG,,,2,53.13
VSFBFK,LIKMNILJZHXCAQ,EIKYFUNEZTDT,1,459.09
PPXJOC,,,1,13.43
QOGVVY,,,3,512.36
ZPDPII,,,2,205.91
BZMNAU,QKFSQRKXPYAMCP,,1,689.32
YAAHUD,ORJUECRWNLIPOJ,KOTQKJBVABGA,1,619.6
MVVEHQ,,,1,323.17
SJBWOT,,,3,74.16
PASZOZ,,,2,623.7
DILLXA,XOIFTQGBXSHVET,NVBJDKMKENTF,2,332.32
EHLLNO,,,1,276.47
XAQRQU,WCZXVIGFOCRPXQ,NVBJDKMKENTF,1,231.46
OAPWRH,HLXIELKZTBHYIB,,2,84.32
VMCLPS,VYZPQXWGLBFHVC,OVVKNFEJQBZG,2,351.98
PIQXGD,BROZYUDGFDBFIV,,2,227.18
BUEJFV,,,1,477.42
VQJQYY,,,1,83.17
JTVJJX,ADKFPFIQAILGXJ,AMDWLUGVUEDN,1,111.28
RCOOOR,,,1,271.12
BFLJLO,COHMUKFAESXDXS,PXNJYSNYCUVL,3,508.53
NCMIAH,,,3,521.21
AFEJIX,CGZQNRMQEMQGWI,,1,132.18
CDUQSU,,,1,367.93
MCGLJB,JKBVHEAXHMFOHZ,VEYITRVUBDMB,1,477.22
YIKPFK,RPNTBPBHCXNAHW,,1,153.01
EWRNSL,,,2,428.54
WTCKAA,,,3,419.38
NFZLJF,,,1,521.42
WELLRN,LLFXMPKKEMDZZU,SEAIPPZCFTMT,3,351.37
TQWPEM,,,1,17.07
WHOIOP,KLIXKLXWFSHVOU,UMKUZULQAZFR,2,370.51
JMIVWI,UIZQAVHZPHDQHM,LVIUCPOUUBVO,1,37.5
TCPYYV,YYVSRMOOTMFGXC,ZQLUYDOVKUIM,1,49.68
ADRSQC,,,1,425.74
ISPAHI,ETJCIXNTVDVENS,WJBSBPNMTRKM,2,139.77
XFVVXS,,,3,256.68
QUDGZW,EXBHUIXIKZAEBP,RDICYUKFKYWQ,1,533.82
SGBFPJ,,,2,457.21
AZAQIL,,,2,410.86
JTGWJN,KMIHLZGZDVBAXV,GXOCILJKEAME,1,117.47
DPWZQQ,,,1,32.6
JTWECJ,,,2,411.54
KERZBC,XGHWYRYUVREHOQ,BOAUTSLJFYVX,2,59.38
HZMVBC,OGHHUOMPOEJJSF,,3,246.03
LPDDML,,,2,278.53
ZFHVSW,,,3,601.02
BLRRTH,,,2,50.11
GXBOLA,NFIEBBHXCWPEEG,,3,317.24
OAJOLE,,,2,55.11
XIJKRH,JJNMUXWNDMZQFP,ZNNIJIJDOSUE,3,130.44
JXZMTP,,,1,69.45
REXAXX,,,2,396.92
GSIRPP,WYLMHUIZDIVCAX,ZWOXAXDOVGQK,1,439.31
PDEFWY,OZNWPOBFUYFXAR,,2,330.96
DAVOWJ,FKRQIJIBHYMYKU,,3,502.61
XYGUSC,,,1,493.01
HOGAQB,,,1,362.15
TAIUNK,,,1,252.64
EXTBXK,,,1,89.13
YVTRPF,NVJWSMLQIAKVNF,,1,273.03
JAYNVD,GLMCAEAKCPYLMY,,2,305.72
EZKMXK,,,2,140.3
DUFXFB,UPYWNBDNFEKMWU,,2,102.91
MVWWMD,FIPHMPWQQRWWGO,RSWLJGFWKHPD,1,298.12
SJEAHC,CBUKNMZBZVMMGR,,3,626.9
WPDRTE,RWBXBPZDPATPKA,VPICNPYCUBNX,2,440.31
XTKGXQ,ASHIELCHUOBMAK,,2,31.84
JJBUCL,WNDQYMDSPTJMMX,,3,422.41
OEPYWR,,,2,185.17
GHSWBY,,,2,342.7
GVLAWO,XMFHNQODVRRBEV,LPQKRYPHYISG,1,344.08
ERNYVY,KLIXKLXWFSHVOU,,1,44.26
ZHQHNR,GULAXLOZUBRFLW,XKLSSNWXGIKL,1,538.25
DHHNKQ,ZBJPVWWCXLREVT,HMKMTXXBIMXA,2,674.63
CRCMXZ,,,1,457.78
FUJZUX,,,3,37.42
STGFON,,,1,635.59
KUWIGU,,,2,565.12
QIQVFG,JAJOSUEYHGOKKP,,3,494.73
XTAPRL,EHIUNZUJDTYFLB,XHPAYAYWPPML,1,203.01
CQYUWQ,ZTCFPYMLMHVKHQ,ZCZWBOHLJDES,1,503.74
SGQROB,GLMCAEAKCPYLMY,,2,191.8
PXGMYV,GDPFCIAQHLQZSI,,1,533.84
GPMNWX,JTIYAWLYZWGOLR,,2,223.65
UOIOAO,DMJJCZXVIVIDWX,YIYENHLGNYMA,2,391.94
OZNKKB,OTFPKCDTUIXBBS,,1,157.7
ZSFXBX,,,1,222.33
LGPGUH,RLMBVEFYAEJZLY,,1,368.18
LPWBBI,,,2,311.92
PSCQJI,,,3,356.95
XJJWDV,CGZQNRMQEMQGWI,,1,456.56
NTQKQT,ANGWLWJLYYJIXF,SYNCSVOMDMWX,2,197.06
YYZDHW,AMGHGMXIMHVAGD,,1,541.29
GWRPHS,,,2,243.77
VKIQFJ,,,2,381.08
UEMXPX,,,1,434.88
WOAIXA,QBGSLBOWLDKSFF,XMBVJPOWTMDL,2,330.99
JAHSXY,,,2,49.73
PHELAC,,,1,413.36
PFJPUJ,KMIMTMWSKXZPDK,,1,465.57
UACGIK,FSFJUSAYKTHWOQ,,1,40
WPYUSH,SXXXNOYRSVAIWY,UMQKJMCCXGDU,3,599.19
QNWSCQ,,,3,11.62
ZJQNQP,,,2,278.81
HPIIUT,MHARMSXMKRHDLD,,3,61.45
LCMZPC,,,2,367.35
TPERTI,,,2,530.49
NIRTKA,LRRXUXIRTTHVNI,,1,481.59
SBRYVO,,,1,215.43
XRUSWQ,,,1,151.28
TFTUXI,,,1,383.85
WTDWAM,,,3,580.44
SCBOOK,,,1,426.79
WKHBUL,SEFMLNSBBYYEMJ,,2,471.82
UKXNKL,YAZOAXOPAOCMTI,,1,153.48
RDYUQD,EEQIYOTPAHKNVD,,2,60.12
RUCWPD,EDOIBPJWNEYGIR,YBBHPLXOFSCX,3,228.61
FUIVQE,,,1,319.96
DMGDOF,BIFFXIMDORCDVP,,1,29.74
DTQPJO,URYRSTDCDYMLNJ,,2,316.75
FRGWBK,,,1,193.46
ZOGFYB,WOWGCGMKDOVVKJ,,3,626.45
UEMXPX,,,3,396.22
DDJAFP,,,2,332.92
VWLPPU,XWGJCOAMPBWVEL,,1,51.76
QOGVVY,NQLTIZTHVZFQEX,JJENAAGVVXXF,1,547.3
MDZPEM,,,3,169.94
ZGKWJJ,,,2,661.85
MOJUXQ,,,2,381.36
IJDGYX,,,3,287.1
ERFPTE,NFIEBBHXCWPEEG,JZVVFLJNIMIX,3,174.23
MWPAPU,,,2,205.67
RFWAFD,YNRXEQKQSJDUVR,,3,57.87
BMUBWE,,,1,356.54
XYHHHE,,,1,560.28
IRNNAC,GERWVLGQMHQFQI,YTQDMYQCOMSS,3,135.08
DJPBJB,UQGTTHRPKBDHUM,,3,309.71
YSDWMQ,DVRHFSDRZZHVQQ,GIZIJBDFEGEA,1,236.24
SNLFZN,CRVYGVKTEOJBZM,DHRKXCUTGSMN,2,408.83
WKWGDJ,,,2,339.77
RCIQXL,QKFSQRKXPYAMCP,,3,114.24
OTMDDE,,,3,640.4
MPBEHI,,,2,388.14
WPRFZA,LLFXMPKKEMDZZU,YMTGRAWJXBAQ,3,190.5
COWVNK,KEJVKXNFAFYODP,,2,25.08
PVEAOM,,,1,131.24
QISOXK,LZDRTTXHQLPRGV,,1,461.75
CWJHPC,HMXDUAISCZVIHF,BEDHLWVJDRPM,2,348.1
DKDTUV,,,2,21.34
JBZKQX,,,1,74.53
TIFVHV,YYPOBDAUFMWDCV,OIDSAJIJLDCP,1,236.5
SJMSMM,,,2,369.51
KRYNLH,UERRUZRLMUYDAQ,DLFEHKVFJAVP,2,470.52
ZGMAKO,,,3,156.12
NOVBZR,,,3,99.78
VNUWOL,,,1,234.89
FEZKFP,XSUHXXKWSPYDWD,,2,13.18
KKPVTY,,,1,378.15
ZJNIDZ,,,3,249.74
DODEOW,,,2,358.13
FUJZUX,,,2,49.12
CVWRTK,XGHWYRYUVREHOQ,WSPLPBJRMNZB,2,62.59
DQTAUN,,,2,381.4
PIPMGN,,,1,490.54
DXVXSV,,,1,112.35
ZGKWJJ,DDMHKAQTOMEZEL,,2,616.2
LUPWPZ,,,2,385.19
HNYOYN,,,1,347.78
QGCPYT,,,2,81.97
QNEFNI,,,2,314.09
YEJHDY,QRPNZPCMXDVXKQ,BAWPMZBQLFEX,2,405.15
OUHNSU,QLKQCVCBGVZAGC,QKQLLINTCHHH,2,152.47
SXSBYH,VMUFCDQSAPUOKV,OXQMWJSRMQQX,3,550.01
TCPYYV,NYTUDKFLQIVRLX,,3,42.65
GWRPHS,,,3,251.72
DMFTJM,RSZNDNECKISNLB,QKEALACUSJEG,2,220.41
DLGQHG,QRPNZPCMXDVXKQ,MCINWZDSQITO,1,532.92
KDOLEU,,,2,481.41
PRMBUM,ESSZVMCEAIPYVN,,3,385.62
XKBXWM,SKPYFIEEXASCBX,ZVUUOPBNQFRX,1,51.48
PQOHHQ,DPWWQKXWIVPHHT,SHECMRIUTNAP,2,415.51
JVVGYZ,CRVYGVKTEOJBZM,TSTCHBBOUBYH,3,70.05
TDZIMD,UPYWNBDNFEKMWU,,1,178.7
DOUDYO,MQJTMSBWBMQMJO,,1,369.58
SNFHKR,NAHJRORBNTGIMN,,3,281.73
KXSJXJ,DDMHKAQTOMEZEL,,1,231.76
HZHZBA,LCJGUZEMHDDHTU,,2,294.05
WQAIJT,DXSPQANUKYFLYH,LAPPPUDWQZVQ,3,344.43
EJEKFS,,,3,148.21
JCQIBD,,,2,331.43
YZIHCE,BOCNUEKCFYHLRG,,3,245.63
AWUOEP,,,2,18.16
AVJWJN,PCPHDGSLRZSWUZ,YAGOFMWXVRLA,1,327.45
LQVYTJ,WTXIQLAROTGDWT,,1,203.27
HEJDLF,,,1,77.08
DMFTJM,,,3,218.43
VXVBDA,,,1,434.99
KDDEPL,IHYTTXCEQZRVWN,QBCNJRBLHRGT,3,296.15
YHRDRH,,,2,433.1
